marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,SubCategorieMS,BouwjaarBegin,BouwjaarEind,Gemeente,Plaats,Situering,Adres,Postcode,Status,long,lat
#0080ff,small,,46904,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Tegenover,,9621 AL,beschermd,6.80867508866,53.215845988481
#0080ff,small,,46905,,Bijgebouwen kastelen enz.,,,Slochteren,Slochteren,,,9621 AC,beschermd,6.804603299764,53.214492222266
#0080ff,small,,46906,,Bijgebouwen kastelen enz.,,,Slochteren,Slochteren,,,9621 AL,beschermd,6.809560629906,53.215458048676
#0080ff,small,,46907,,Bijgebouwen kastelen enz.,,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.809374160577,53.216161228472
#0080ff,small,,46908,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Tegenover,,9621 AL,beschermd,6.809220849256,53.215596878094
#0080ff,small,,46909,,Bijgebouwen kastelen enz.,,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.80942771107,53.215513545078
#0080ff,small,,46910,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.809477041842,53.215647762119
#0080ff,small,,46911,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.809354655208,53.215568331773
#0080ff,small,,46912,,Bijgebouwen kastelen enz.,,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.80909599593,53.214987256249
#0080ff,small,,46913,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.810329208166,53.215610696938
#0080ff,small,,46914,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.811445597915,53.214959387634
#0080ff,small,,46915,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.813248732118,53.21379664616
#0080ff,small,,46916,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.822603559834,53.210126308109
#0080ff,small,,46917,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,,,9621 AL,beschermd,6.809919921077,53.215912114931
#0080ff,small,,46918,,"Tuin, park en plantsoen",,,Slochteren,Slochteren,Bij,,9621 AL,beschermd,6.810290225175,53.215790895092
#0080ff,small,,46971,,Boerderij,,,Westerveld,Nijensleek,,,8383 EK,beschermd,6.156573530143,52.831949814261
#0080ff,small,,47005,,Boerderij,,,Midden-Drenthe,Westerbork,,,9431 BK,beschermd,6.613456603411,52.851547278918
#0080ff,small,,47006,,Industrie,,,Midden-Drenthe,Orvelte,,,9441 PH,beschermd,6.660277946531,52.842743198458
#0080ff,small,,47007,,Boerderij,,,Midden-Drenthe,Zwiggelte,,,9433 PB,beschermd,6.586349047145,52.869465157818
#0080ff,small,,47008,,Boerderij,,,Midden-Drenthe,Orvelte,,,9441 PG,beschermd,6.660195864055,52.844002330226
#0080ff,small,,47009,,Boerderij,,,Midden-Drenthe,Orvelte,,,9441 PD,beschermd,6.654463728506,52.842895006072
#0080ff,small,,47016,,Werk-woonhuis,,,Winsum,Winsum,,,9951 AB,beschermd,6.514442485902,53.332331238108
#0080ff,small,,47037,,Woonhuis,,,De Wolden,de Wijk,,,7957 NB,beschermd,6.332209485982,52.664439502875
#0080ff,small,,47038,,Boerderij,,,De Wolden,de Wijk,,,7957 NW,beschermd,6.266627042683,52.668483715428
#0080ff,small,,47039,,Boerderij,,,De Wolden,Koekange,,,7958 PK,beschermd,6.330247164559,52.689413323286
#0080ff,small,,47040,,Erfscheiding,,,De Wolden,de Wijk,,,7957 NW,beschermd,6.266627042683,52.668483715428
#0080ff,small,,329904,,Boerderij,,,Slochteren,Schildwolde,,,9621 TG,beschermd,6.812448361374,53.219036468601
#0080ff,small,,332558,,Woonhuis,,,Bedum,Onderdendam,,,9959 TC,beschermd,6.589948970937,53.336038647829
#0080ff,small,,333033,,Boerderij,,,Westerveld,Dwingeloo,,,7991 RT,beschermd,6.346617581608,52.822591342601
#0080ff,small,,338545,Zeekaap,Kust- en oevermarkering,,,Eemsmond,Rottumeroog,,,9979 ZG,beschermd,6.575818205151,53.541404066368
#0080ff,small,,339063,Sint Willibrordus,Kerk en kerkonderdeel,,,Pekela,Oude Pekela,,,9665 BM,beschermd,6.995814729927,53.099227228272
#0080ff,small,,350594,,Woonhuis,,,Groningen,Groningen,,,9711 HV,beschermd,6.55975323125,53.216137418116
#0080ff,small,,350751,,Boerderij,,,Midden-Drenthe,Westerbork,,,9431 AV,beschermd,6.617186037949,52.848489088531
#0080ff,small,,350880,,Boerderij,,,Bedum,Onderdendam,,,9959 TC,beschermd,6.589783624059,53.336031315792
#0080ff,small,,352059,,,,,Delfzijl,Delfzijl,,,9930 AA,beschermd,6.923896819414,53.333662689337
#0080ff,small,,352791,,Woonhuis,,,Winsum,Garnwerd,,,9893 PC,beschermd,6.493632421223,53.305279055194
#0080ff,small,,353775,,Kerk en kerkonderdeel,,,Ten Boer,Wittewierum,,,9792 TE,beschermd,6.747946975554,53.287076730384
#0080ff,small,,357823,,Industrie- en poldermolen,,,Westerveld,Vledder,,,8381 BS,beschermd,6.21562103176,52.859575501607
#0080ff,small,,385392,,Bestuursgebouw en onderdl,,,Eemsmond,Usquert,,,9988 RE,beschermd,6.608977299671,53.40348435072
#0080ff,small,,385404,De Palen,Industrie- en poldermolen,,,Loppersum,Westerwijtwerd,,,9914 ZA,beschermd,6.651637310714,53.324784013335
#0080ff,small,,388083,Spinnekop,Industrie- en poldermolen,,,Bellingwedde,Wedderveer,Bij,,9698 PE,beschermd,7.068349127212,53.084039364159
#0080ff,small,,389057,,Boerderij,,,De Wolden,Ruinerwold,,,7961 NM,beschermd,6.259605556974,52.731806405214
#0080ff,small,,389065,,Boerderij,,,De Wolden,Ruinerwold,,,7961 NM,beschermd,6.259605556974,52.731806405214
#0080ff,small,,389073,,Boerderij,,,De Wolden,Ruinerwold,,,7961 NM,beschermd,6.259605556974,52.731806405214
#0080ff,small,,389115,,Boerderij,,,Emmen,Schoonebeek,,,7761 PE,beschermd,6.859040346747,52.669529161102
#0080ff,small,,393886,,Industrie- en poldermolen,,,Grootegast,Lutjegast,,,9863 TD,beschermd,6.248419436996,53.21689788585
#0080ff,small,,393990,Molen de Wachter,Industrie,,,Tynaarlo,Zuidlaren,Bij,,9471 AM,beschermd,6.696040380885,53.099481835649
#0080ff,small,,393994,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.908276294452,52.656721266148
#0080ff,small,,393995,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.912170337431,52.655206268645
#0080ff,small,,393996,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.906747797202,52.656974511714
#0080ff,small,,393997,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.908420770689,52.657051987829
#0080ff,small,,393998,,,,,Emmen,Schoonebeek,Bij,,7761 PE,beschermd,6.863331477852,52.670069192951
#0080ff,small,,393999,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PG,beschermd,6.860377993298,52.670177727945
#0080ff,small,,394059,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.908276294452,52.656721266148
#0080ff,small,,394065,,Straatmeubilair,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.908276294452,52.656721266148
#0080ff,small,,394094,,,,,Emmen,Schoonebeek,Bij,,7761 PE,beschermd,6.863331477852,52.670069192951
#0080ff,small,,394120,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PG,beschermd,6.860377993298,52.670177727945
#0080ff,small,,394134,,Boerderij,,,Emmen,Schoonebeek,Bij,,7761 PS,beschermd,6.908420770689,52.657051987829
#0080ff,small,,394606,,Straatmeubilair,,,Emmen,Zuidbarge,Bij,,7825 TS,beschermd,6.905836507313,52.755497643322
#0080ff,small,,395142,,Boerderij,,,Menterwolde,Zuidbroek,,,9636 EC,beschermd,6.874120415141,53.17632795218
#0080ff,small,,395339,Dennenoord,Gezondheidszorg,,,Tynaarlo,Zuidlaren,,,9471 GP,beschermd,6.668385857086,53.090317696838
#0080ff,small,,397653,De Zwakkenburger,Industrie- en poldermolen,,,Zuidhorn,Niezijl,Bij,,9840 NA,beschermd,6.344703725833,53.255032813385
#0080ff,small,,398178,,Erfscheiding,,,Hoogezand-Sappemeer,Sappemeer,Bij,,9611 AD,beschermd,6.792706475741,53.165375349892
#0080ff,small,,398783,,Kerk en kerkonderdeel,,,Aa en Hunze,Eext,,,9463 PR,beschermd,6.735684016713,53.018310812692
#0080ff,small,,398784,,Nijverheid,,,Westerveld,Dieverbrug,Bij,,7984 ND,beschermd,6.346021568794,52.854958772119
#0080ff,small,,398903,,Waterkering en -doorlaat,,,Winsum,Ezinge,,,9890 AA,beschermd,6.469592740722,53.319956429546
#0080ff,small,,478392,,Erfscheiding,1925,1925,Noordenveld,Roden,,,9301 ZP,beschermd,6.438654528669,53.140498498641
#0080ff,small,,478430,"""3""",Woonhuis,1910,1910,Noordenveld,Veenhuizen,,,9341 TD,beschermd,6.3735506331,53.037842067125
#0080ff,small,,478432,,Waterkering en -doorlaat,1897,1897,Noordenveld,Veenhuizen,Bij,,9341 BM,beschermd,6.384312295232,53.033816693769
#0080ff,small,,478433,,Woonhuis,1919,1919,Noordenveld,Veenhuizen,,,9341 AD,beschermd,6.38763480226,53.037617273058
#0080ff,small,,478435,Arbeid is Zegen,Woonhuis,1908,1908,Noordenveld,Veenhuizen,,,9341 AC,beschermd,6.385174212343,53.034995746294
#0080ff,small,,478436,Kennis is Macht,Woonhuis,1908,1908,Noordenveld,Veenhuizen,,,9341 AC,beschermd,6.385510388585,53.035352407893
#0080ff,small,,478472,,Woonhuis,1920,1920,Noordenveld,Veenhuizen,,,9341 AP,beschermd,6.395657466998,53.039607859222
#0080ff,small,,478473,,Woonhuis,1887,1887,Noordenveld,Veenhuizen,,,9341 AP,beschermd,6.400185730367,53.038140720724
#0080ff,small,,478474,4;4',Woonhuis,1910,1910,Noordenveld,Veenhuizen,,,9341 AP,beschermd,6.397003154974,53.039129201215
#0080ff,small,,478475,5;5',Woonhuis,1910,1910,Noordenveld,Veenhuizen,,,9341 AP,beschermd,6.396559286376,53.039276733763
#0080ff,small,,478476,Verdraagzaamheid,Woonhuis,1909,1909,Noordenveld,Veenhuizen,,,9341 AM,beschermd,6.395780579558,53.039130527971
#0080ff,small,,478477,Esserheem,Gerechtsgebouw,1895,1900,Noordenveld,Veenhuizen,,,9341 AP,beschermd,6.394140356699,53.040411464693
#0080ff,small,,486664,,Werk-woonhuis,1911,1912,Groningen,Groningen,,,9711 KT,beschermd,6.565364157935,53.217115889154
#0080ff,small,,486673,,Handel en kantoor,1923,1924,Groningen,Groningen,,,9711 KV,beschermd,6.564246040529,53.216740448067
#0080ff,small,,486679,,Woonhuis,1923,1923,Groningen,Groningen,,,9711 XA,beschermd,6.568751345897,53.222177865442
#0080ff,small,,486685,,Woonhuis,1924,1924,Groningen,Groningen,,,9711 XA,beschermd,6.568889016919,53.222284346374
#0080ff,small,,486693,,Onderwijs en wetenschap,1892,1893,Groningen,Groningen,,,9718 BV,beschermd,6.557068685897,53.218176572292
#0080ff,small,,486699,,Woonhuis,1860,1860,Groningen,Groningen,,,9718 AM,beschermd,6.558738496463,53.215706997416
#0080ff,small,,408809,Zeldenrust,Industrie- en poldermolen,,,Oldambt,Nieuw-Scheemda,,,9677 ZA,beschermd,6.921314783859,53.207152151968
#0080ff,small,,408929,,"Kasteel, buitenplaats",,,Assen,Assen,,,9401 JZ,beschermd,6.566154678284,52.992305489082
#0080ff,small,,408930,,"Tuin, park en plantsoen",,,Assen,Assen,Bij,,9401 JZ,beschermd,6.568675045157,52.991327980502
#0080ff,small,,408931,,Bijgebouwen kastelen enz.,,,Assen,Assen,,,9401 JZ,beschermd,6.566279641593,52.992519945065
#0080ff,small,,408932,,"Tuin, park en plantsoen",,,Assen,Assen,,,9401 JZ,beschermd,6.565724809134,52.992381624077
#0080ff,small,,408933,,Bijgebouwen kastelen enz.,,,Assen,Assen,,,9401 JZ,beschermd,6.567869996249,52.99184819518
#0080ff,small,,408934,,"Tuin, park en plantsoen",,,Assen,Assen,,,9401 JZ,beschermd,6.567821670326,52.99171386711
#0080ff,small,,408935,,"Tuin, park en plantsoen",,,Assen,Assen,,,9401 JZ,beschermd,6.567242392527,52.992321717567
#0080ff,small,,408936,,"Tuin, park en plantsoen",,,Assen,Assen,,,9401 JZ,beschermd,6.566720992346,52.992317876485
#0080ff,small,,408937,,"Tuin, park en plantsoen",,,Assen,Assen,,,9401 JZ,beschermd,6.566148837133,52.992089858176
#0080ff,small,,408938,,Dienstwoning,,,Assen,Assen,,,9401 KX,beschermd,6.567650738619,52.993099556757
#0080ff,small,,413729,,Industrie- en poldermolen,,,Assen,Ubbenga,,,9400 AA,beschermd,6.554768705463,53.051443370851
#0080ff,small,,421912,,Overheidsgebouw,,,Westerveld,Frederiksoord,,,8382 CG,beschermd,6.185119805233,52.843957477028
#0080ff,small,,422057,,Kerk en kerkonderdeel,,,Noordenveld,Veenhuizen,,,9341 AV,beschermd,6.394916326408,53.031436228233
#0080ff,small,,422828,De Zaandplatte,Industrie- en poldermolen,,,De Wolden,Ruinen,,,7963 PW,beschermd,6.365474352484,52.771516338601
#0080ff,small,,434381,,Kerkelijke dienstwoning,,,Oldambt,Winschoten,,,9671 GH,beschermd,7.035242434568,53.143421771893
#0080ff,small,,450029,,Woonhuis,,,Meppel,Meppel,,,7941 BH,beschermd,6.18902253743,52.697360385103
#0080ff,small,,451864,,Begraafplaats en -onderdl,,,Noordenveld,Peize,,,9321 HB,beschermd,6.49587988956,53.146983209829
#0080ff,small,,454134,,Woonhuis,,,Groningen,Groningen,,,9711 PJ,beschermd,6.571431017659,53.218332233061
#0080ff,small,,454877,,Begraafplaats en -onderdl,,,Westerveld,Havelte,Bij,,7971 PP,beschermd,6.24800329588,52.775047503201
#0080ff,small,,455371,Huis Lemferdinge,"Kasteel, buitenplaats",,,Tynaarlo,Paterswolde,,,9765 AR,beschermd,6.575339960396,53.145368059823
#0080ff,small,,456839,,Werk-woonhuis,,,Oldambt,Winschoten,,,9671 AS,beschermd,7.039794554393,53.141282983271
#0080ff,small,,456840,,Industrie,,,Oldambt,Winschoten,,,9671 EE,beschermd,7.039327339338,53.141181576733
#0080ff,small,,460737,,Vanwege onderdelen kerk,,,Vlagtwedde,Vlagtwedde,,,9541 BD,beschermd,7.133968964933,53.023941675584
#0080ff,small,,460738,,Vanwege onderdelen kerk,,,Marum,De Wilp,,,9367 PJ,beschermd,6.253011908008,53.11727137265
#0080ff,small,,460739,,Vanwege onderdelen kerk,,,Stadskanaal,Stadskanaal,,,9503 HN,beschermd,6.96424376645,52.978701509131
#0080ff,small,,460740,,Vanwege onderdelen kerk,,,Hoogezand-Sappemeer,Sappemeer,,,9611 AB,beschermd,6.781784625685,53.164748004586
#0080ff,small,,468530,,Vanwege onderdelen kerk,,,De Wolden,Berghuizen,,,7961 LT,beschermd,6.289030927445,52.712740656241
#0080ff,small,,468532,,Vanwege onderdelen kerk,,,Coevorden,Sleen,,,7841 CB,beschermd,6.801381673471,52.77804053475
#0080ff,small,,468533,,Kerk en kerkonderdeel,,,Borger-Odoorn,Nieuw-Buinen,,,9521 CB,beschermd,6.929780337648,52.955396862852
#0080ff,small,,468584,,Boerderij,1889,1889,Coevorden,Dalen,,,7751 AB,beschermd,6.758274698545,52.699252882777
#0080ff,small,,468585,,Woonhuis,1885,1885,Coevorden,Dalen,,,7751 GA,beschermd,6.755407410015,52.69649960467
#0080ff,small,,468586,,Woonhuis,1890,1890,Coevorden,Dalen,,,7751 GB,beschermd,6.755241324677,52.695917292575
#0080ff,small,,468587,,Boerderij,1895,1895,Coevorden,Dalen,,,7751 GE,beschermd,6.757974913756,52.695337553648
#0080ff,small,,468588,,Woonhuis,1908,1908,Coevorden,Coevorden,,,7741 GE,beschermd,6.739600805632,52.663145960813
#0080ff,small,,468589,,Woonhuis,1911,1911,Coevorden,Coevorden,,,7741 EB,beschermd,6.740683721439,52.665668276566
#0080ff,small,,468590,Rijks Hoogere Burgerschool,Onderwijs en wetenschap,1909,1910,Coevorden,Coevorden,,,7741 EB,beschermd,6.740846286185,52.665666425901
#0080ff,small,,468591,,Woonhuis,1926,1926,Coevorden,Coevorden,,,7741 CV,beschermd,6.744564458175,52.664949930526
#0080ff,small,,468592,Watertoren,Nutsbedrijf,1914,1914,Coevorden,Coevorden,,,7741 CV,beschermd,6.743997610375,52.664785626847
#0080ff,small,,468594,,Boerderij,1875,1875,Coevorden,Coevorden,,,7742 PR,beschermd,6.839208656103,52.658654527061
#0080ff,small,,468595,,Boerderij,1910,1910,Coevorden,Coevorden,,,7742 PR,beschermd,6.839208656103,52.658654527061
#0080ff,small,,468596,,Boerderij,1900,1900,Coevorden,Coevorden,,,7742 PR,beschermd,6.839208656103,52.658654527061
#0080ff,small,,468597,Sint Franciscuskerk,Kerk en kerkonderdeel,1932,1932,Coevorden,Steenwijksmoer,,,7741 PR,beschermd,6.698370635177,52.670555524869
#0080ff,small,,468598,,Overheidsgebouw,1892,1900,Coevorden,Coevorden,,,7741 GD,beschermd,6.742181290622,52.661975093141
#0080ff,small,,468600,,Woonhuis,,,Coevorden,Coevorden,,,7741 GD,beschermd,6.742455317455,52.662232624367
#0080ff,small,,468601,,Handel en kantoor,1880,1908,Coevorden,Coevorden,,,7741 GD,beschermd,6.742482655943,52.662160408026
#0080ff,small,,468602,,Opslag,1925,1925,Coevorden,Coevorden,Bij,,7741 GD,beschermd,6.742968370875,52.662091953615
#0080ff,small,,468603,Station D.S.M,Transport,1897,1897,Coevorden,Coevorden,,,7741 KH,beschermd,6.734963659217,52.660888681567
#0080ff,small,,468604,,Werk-woonhuis,1903,1903,Coevorden,Coevorden,,,7741 JM,beschermd,6.740287255972,52.660954045924
#0080ff,small,,468605,Meisjes Vakschool,Onderwijs en wetenschap,1923,1923,Coevorden,Coevorden,,,7741 GB,beschermd,6.744251913314,52.662967130926
#0080ff,small,,468606,,Woonhuis,1910,1910,Coevorden,Coevorden,,,7741 ES,beschermd,6.741405314992,52.664617442843
#0080ff,small,,468607,Sint Willibrorduskerk,Kerk en kerkonderdeel,1913,1914,Coevorden,Coevorden,,,7741 HK,beschermd,6.737647134247,52.661145849376
#0080ff,small,,468608,Koninklijke Marechaussee Brigade,Militair verblijfsgebouw,1921,1921,Coevorden,Coevorden,,,7742 SZ,beschermd,6.744561651914,52.655764128832
#0080ff,small,,468609,,Werk-woonhuis,1915,1915,Coevorden,Coevorden,,,7741 JJ,beschermd,6.741874891745,52.659228228952
#0080ff,small,,468611,,Boerderij,,,Midden-Drenthe,Hooghalen,,,9414 VK,beschermd,6.529765538846,52.921831810933
#0080ff,small,,468612,,Boerderij,,,Midden-Drenthe,Hooghalen,Bij,,9414 VK,beschermd,6.529765538846,52.921831810933
#0080ff,small,,468613,,Woonhuis,1875,1875,Midden-Drenthe,Beilen,,,9411 PE,beschermd,6.517223490731,52.859004725039
#0080ff,small,,468614,,Werk-woonhuis,1930,1930,Midden-Drenthe,Beilen,,,9411 PL,beschermd,6.518995294158,52.858044259835
#0080ff,small,,468615,,Boerderij,1870,1870,Midden-Drenthe,Beilen,,,9411 TR,beschermd,6.507590770753,52.84294542081
#0080ff,small,,468617,,"Kasteel, buitenplaats",1922,1922,Midden-Drenthe,Hooghalen,,,9414 TN,beschermd,6.546292365491,52.899123622214
#0080ff,small,,468618,,Bijgebouwen kastelen enz.,1922,1922,Midden-Drenthe,Hooghalen,Bij,,9414 TN,beschermd,6.546292365491,52.899123622214
#0080ff,small,,468619,,Bijgebouwen kastelen enz.,1922,1922,Midden-Drenthe,Hooghalen,Bij,,9414 TN,beschermd,6.546292365491,52.899123622214
#0080ff,small,,468708,,Kerkelijke dienstwoning,1850,1850,Tynaarlo,Eelde,,,9761 GE,beschermd,6.562686096799,53.132920571012
#0080ff,small,,468709,,Bijgebouwen kastelen enz.,,,Tynaarlo,Paterswolde,,,9765 CH,beschermd,6.565286320348,53.153815852133
#0080ff,small,,468710,Villa Meta,Woonhuis,1891,1891,Tynaarlo,Paterswolde,,,9765 CN,beschermd,6.564284908669,53.154373871746
#0080ff,small,,468711,Frisia,Woonhuis,1910,1910,Tynaarlo,Paterswolde,,,9765 TB,beschermd,6.558671687227,53.160746413582
#0080ff,small,,468712,Elsburger Onland,Onderwijs en wetenschap,1937,1938,Tynaarlo,Paterswolde,,,9765 TB,beschermd,6.553724257567,53.166914488255
#0080ff,small,,468713,Java,Woonhuis,1907,1907,Tynaarlo,Paterswolde,,,9765 CL,beschermd,6.566982662311,53.149683311128
#0080ff,small,,468715,,Woonhuis,1848,1913,Tynaarlo,Paterswolde,,,9765 CH,beschermd,6.571678059117,53.152476762457
#0080ff,small,,468716,,Erfscheiding,1913,1939,Tynaarlo,Paterswolde,Bij,,9765 CH,beschermd,6.571678059117,53.152476762457
#0080ff,small,,468717,,Erfscheiding,1915,1915,Tynaarlo,Paterswolde,Bij,,9765 CH,beschermd,6.571678059117,53.152476762457
#0080ff,small,,468718,,Bijgebouwen kastelen enz.,1915,1915,Tynaarlo,Paterswolde,Bij,,9765 CH,beschermd,6.5674164863,53.151889740574
#0080ff,small,,468719,,Bijgebouwen kastelen enz.,1915,1915,Tynaarlo,Paterswolde,Bij,,9765 CH,beschermd,6.5674164863,53.151889740574
#0080ff,small,,468720,Huize Weltevreden,Woonhuis,1910,1910,Tynaarlo,Paterswolde,,,9765 CZ,beschermd,6.571683633071,53.154867139267
#0080ff,small,,468722,De Marsch,Woonhuis,1867,1867,Tynaarlo,Paterswolde,,,9765 EM,beschermd,6.556628851219,53.149326468539
#0080ff,small,,468723,Westerbroek,Woonhuis,1802,1802,Tynaarlo,Paterswolde,,,9765 EN,beschermd,6.552677320796,53.152465325485
#0080ff,small,,468724,Hoog Hullen,Woonhuis,1878,1971,Tynaarlo,Eelde,,,9761 TG,beschermd,6.593113968952,53.134172884904
#0080ff,small,,468725,Oosterbroek,Woonhuis,1922,1922,Tynaarlo,Eelde,,,9761 TG,beschermd,6.597810248442,53.135392649325
#0080ff,small,,468726,Gemeentehuis,Bestuursgebouw en onderdl,1938,1939,Tynaarlo,Paterswolde,,,9765 AL,beschermd,6.569304297848,53.144376313349
#0080ff,small,,468727,Vosbergen,"Kasteel, buitenplaats",1815,1917,Tynaarlo,Eelde,,,9761 TJ,beschermd,6.586909220072,53.139986630607
#0080ff,small,,468929,,Woonhuis,1882,1882,Assen,Assen,,,9406 CN,beschermd,6.548004281814,52.994747841843
#0080ff,small,,468930,Rustica,Woonhuis,1897,1897,Assen,Assen,,,9406 CN,beschermd,6.548593451868,52.99449947064
#0080ff,small,,468931,Huis met de Vazen,Woonhuis,1883,1883,Assen,Assen,,,9406 CM,beschermd,6.552325560442,52.994256452993
#0080ff,small,,468932,,Woonhuis,1862,1862,Assen,Assen,,,9406 AN,beschermd,6.553624760655,52.995492975734
#0080ff,small,,468933,,Overheidsgebouw,1875,1875,Assen,Assen,,,9401 GD,beschermd,6.554684214339,52.995563516696
#0080ff,small,,468934,Huis met het Stoepie,Woonhuis,1819,1903,Assen,Assen,,,9401 GP,beschermd,6.554615626867,52.994117279837
#0080ff,small,,468935,,Woonhuis,1890,1890,Assen,Assen,,,9401 GN,beschermd,6.55599951096,52.994067809195
#0080ff,small,,468936,,Woonhuis,,,Assen,Assen,,,9401 GN,beschermd,6.556594902846,52.994052999382
#0080ff,small,,468937,,Woonhuis,1875,1875,Assen,Assen,,,9401 GM,beschermd,6.558636396181,52.994086933507
#0080ff,small,,468939,Grafmonument Brumsteede,Erfscheiding,,,Assen,Assen,,,9400 AA,beschermd,6.552137449368,52.992793405622
#0080ff,small,,468940,Grafmonument van Bulderen,Begraafplaats en -onderdl,1881,1881,Assen,Assen,,,9400 AA,beschermd,6.550103228988,52.992471706294
#0080ff,small,,468941,,Begraafplaats en -onderdl,1872,1872,Assen,Assen,,,9400 AA,beschermd,6.550148380092,52.992489241041
#0080ff,small,,468942,Pakhuis van Benes,Opslag,,,Assen,Assen,,,9401 GJ,beschermd,6.55263703993,52.99365128791
#0080ff,small,,468943,Huis met de Wenkbrauwen,Woonhuis,1880,1880,Assen,Assen,,,9401 GH,beschermd,6.553665220888,52.993668220503
#0080ff,small,,468944,,Woonhuis,1905,1905,Assen,Assen,,,9401 GH,beschermd,6.55470588299,52.993595152349
#0080ff,small,,468945,,Woonhuis,1934,1934,Assen,Assen,,,9401 GG,beschermd,6.554971504354,52.993502687829
#0080ff,small,,468946,,Woonhuis,1875,1875,Assen,Assen,,,9401 GG,beschermd,6.556713950612,52.993494640531
#0080ff,small,,468947,,Woonhuis,1800,1800,Assen,Assen,,,9401 GG,beschermd,6.556937793115,52.993510424397
#0080ff,small,,468948,,Woonhuis,1902,1905,Assen,Assen,,,9401 GE,beschermd,6.557458482261,52.993487354181
#0080ff,small,,468949,,Woonhuis,1810,1924,Assen,Assen,,,9401 GE,beschermd,6.557861012592,52.993501386904
#0080ff,small,,468956,Hofstedehuis,Woonhuis,1783,1784,Assen,Assen,,,9401 GT,beschermd,6.560049934433,52.993479930816
#0080ff,small,,468957,,Woonhuis,1895,1895,Assen,Assen,,,9401 GZ,beschermd,6.559792318357,52.992763497294
#0080ff,small,,468958,,Kerk en kerkonderdeel,,,Assen,Assen,,,9401 GZ,beschermd,6.559966644861,52.992600020952
#0080ff,small,,468959,,Woonhuis,1915,1915,Assen,Assen,,,9401 HK,beschermd,6.555775573543,52.991275039837
#0080ff,small,,468960,,Woonhuis,,,Assen,Assen,,,9401 HK,beschermd,6.556223717868,52.991324580049
#0080ff,small,,468961,Villa Aschwing,Woonhuis,1877,1877,Assen,Assen,,,9401 HJ,beschermd,6.556914849978,52.990994286646
#0080ff,small,,468962,,Woonhuis,1885,1885,Assen,Assen,,,9401 HK,beschermd,6.557395999958,52.991717525304
#0080ff,small,,468963,Betsy,Woonhuis,1897,1897,Assen,Assen,,,9401 HK,beschermd,6.556750175715,52.991517144551
#0080ff,small,,468964,,Woonhuis,1876,1876,Assen,Assen,,,9401 HJ,beschermd,6.557307781355,52.991206129266
#0080ff,small,,468965,,Woonhuis,1875,1875,Assen,Assen,,,9401 HB,beschermd,6.558234917806,52.991898037118
#0080ff,small,,468967,,Kerk en kerkonderdeel,1933,1934,Assen,Assen,,,9401 HJ,beschermd,6.558878471224,52.991460354313
#0080ff,small,,468968,,Vergadering en vereniging,1934,1935,Assen,Assen,,,9401 HJ,beschermd,6.558549683687,52.991418641512
#0080ff,small,,468969,,Woonhuis,1890,1890,Assen,Assen,,,9401 HJ,beschermd,6.559107626309,52.991673796271
#0080ff,small,,468970,,Woonhuis,1830,1830,Assen,Assen,,,9401 HJ,beschermd,6.559543550573,52.991822301031
#0080ff,small,,468971,,Woonhuis,,,Assen,Assen,,,9401 GX,beschermd,6.559271527728,52.992229384076
#0080ff,small,,468972,,Overheidsgebouw,1895,1895,Assen,Assen,,,9401 KB,beschermd,6.560673870029,52.992314483065
#0080ff,small,,468973,,Woonhuis,1890,1890,Assen,Assen,,,9401 GV,beschermd,6.560149445115,52.992751006605
#0080ff,small,,468974,,Woonhuis,1915,1915,Assen,Assen,,,9401 GT,beschermd,6.560901364755,52.993570431273
#0080ff,small,,468975,,Woonhuis,1905,1905,Assen,Assen,,,9401 GW,beschermd,6.560608994873,52.993222808116
#0080ff,small,,468976,,Dierenverblijf,1841,1841,Assen,Assen,Tegenover,,9401 HL,beschermd,6.556049242238,52.990373663113
